"assembly","province","election_date","all_votes","all_seats","candidate_party","candidates_fielded","seats_contested_share","seats_won","seats_won_share","win_rate","seats_second","mean_win_MOV_pct","mean_vote_share","party_votes","party_vote_share"
"Provincial","Balochistan",2018-07-25,1807429,50,"Balochistan Awami Party",51,1.02,15,0.3,0.294117647058824,11,0.233893262908632,0.236551973704309,444425,0.245887943592805
"Provincial","Balochistan",2018-07-25,1807429,50,"Muttahidda Majlis-e-Amal Pakistan",46,0.92,8,0.16,0.173913043478261,10,0.134341456820085,0.157492785429281,264022,0.146076000772368
"Provincial","Balochistan",2018-07-25,1807429,50,"Balochistan National Party",37,0.74,6,0.12,0.162162162162162,4,0.209342326279564,0.110771786644255,128686,0.0711983707243825
"Provincial","Balochistan",2018-07-25,1807429,50,"Pakistan Tehreek-e-Insaf",38,0.76,5,0.1,0.131578947368421,2,0.0346894698508936,0.0824230183830815,110315,0.0610342093659004
"Provincial","Balochistan",2018-07-25,1807429,50,"Independents",480,9.6,5,0.1,0.0104166666666667,8,0.102000446922539,0.0184017733457765,323777,0.179136773837313
"Provincial","Balochistan",2018-07-25,1807429,50,"Awami National Party",22,0.44,3,0.06,0.136363636363636,1,0.0655418195029888,0.0605978321717693,45984,0.025441663268654
"Provincial","Balochistan",2018-07-25,1807429,50,"Balochistan National Party (Awami)",25,0.5,3,0.06,0.12,2,0.295061942084329,0.107950781258679,92599,0.0512324412189912
"Provincial","Balochistan",2018-07-25,1807429,50,"Hazara Democratic Party",2,0.04,2,0.04,1,0,0.0809252797616167,0.228449946313126,12803,0.00708354242407309
"Provincial","Balochistan",2018-07-25,1807429,50,"Jamhoori Wattan Party",12,0.24,1,0.02,0.0833333333333333,0,0.201258112830754,0.0479738593210739,28317,0.0156670054536029
"Provincial","Balochistan",2018-07-25,1807429,50,"Pakistan Muslim League (Nawaz)",20,0.4,1,0.02,0.05,0,0.000520005777841948,0.0416135195336423,28969,0.0160277388489396
"Provincial","Balochistan",2018-07-25,1807429,50,"Paktunkhwa Milli Awami Party",25,0.5,1,0.02,0.04,2,0.0257801072647489,0.121401297436347,109074,0.0603475987161875
"Provincial","Balochistan",2018-07-25,1807429,50,"Jamaat-e-Islami",1,0.02,0,0,0,0,NA,0.0000704721634954193,2,0.00000110654415747451
"Provincial","Balochistan",2018-07-25,1807429,50,"Aam Log Party Pakistan",1,0.02,0,0,0,0,NA,0.00103321957481449,33,0.0000182579785983295
"Provincial","Balochistan",2018-07-25,1807429,50,"Move On Pakistan",2,0.04,0,0,0,0,NA,0.000713150879956947,52,0.0000287701480943373
"Provincial","Balochistan",2018-07-25,1807429,50,"Amun Taraqqi Party",3,0.06,0,0,0,0,NA,0.000638193266711543,65,0.0000359626851179216
"Provincial","Balochistan",2018-07-25,1807429,50,"Barabri Party Pakistan",1,0.02,0,0,0,0,NA,0.00256739409499358,82,0.000045368310456455
"Provincial","Balochistan",2018-07-25,1807429,50,"Mutahidda Ulema Mashaikh Council of Pakistan",1,0.02,0,0,0,0,NA,0.00333903412329994,82,0.000045368310456455
"Provincial","Balochistan",2018-07-25,1807429,50,"Pakistan Quami Yakjehti Party",1,0.02,0,0,0,0,NA,0.00222222222222222,82,0.000045368310456455
